"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YDR089W",763.725204162115,-0.0341414136034144,0.119536676874679,-0.285614545226215,0.775173361857167,0.871359032443367
"tD(GUC)D",1.2730726794049,-0.667902554672831,1.56461603644986,-0.426879527700811,0.6694670775048,NA
"YDR275W",332.772900857273,-0.213864462360777,0.11695706375497,-1.82857243072409,0.0674636858852097,0.157345133112198
"YDR043C",512.694407771375,0.81333286316361,0.13184874169981,6.16868126823226,6.88618766451063e-10,1.41143739110171e-08
"YDR129C",3489.82126942314,0.169693331009201,0.0814205237762248,2.08415916698822,0.0371456916035817,0.0984747761782451
"YDR136C",2.21041335776188,1.28372412238491,1.20528125181951,1.06508262735106,0.286838540141949,NA
"YDL066W",1649.67763800046,0.805334841555782,0.0947931414247115,8.49570791147808,1.96730157705195e-17,8.0646161292841e-16
"YDR302W",535.0443747567,-0.42658310086257,0.111220558708401,-3.83546986111614,0.000125324474672317,0.000811751740507435
"YDR239C",308.235786969869,-0.0732802094308599,0.12749684107484,-0.574760980845359,0.565452959126062,0.721492933850425
"YDR539W",434.922131052552,-0.207408469626943,0.108674107478028,-1.90853621382514,0.0563219472334053,0.1368565372562
"tK(CUU)D1",1.02020034758167,1.10530410313309,1.83400358831744,0.602672813823185,0.546726370526303,NA
"YDL125C",2099.77069171038,0.154860655137692,0.0822785996890094,1.8821498630631,0.0598156707916054,0.14317360451271
"YDR493W",406.3815078966,0.402601537527216,0.132475306896068,3.03906854009459,0.00237310857154468,0.0104355271094276
"YDR101C",610.649389220281,-1.08270664308771,0.163412432054551,-6.6256075469599,3.4582284049104e-11,8.41548171202896e-10
"YDR182W-A",13.4155836640827,0.159424912316493,0.493344428265536,0.323151338461422,0.74658063167005,0.852995603860954
"YDR212W",1688.46597714017,-0.0674282421733513,0.0842464710284272,-0.800368743642674,0.423497184843624,0.597809291662781
"YDR476C",569.778911464995,-0.272945849056399,0.112655536861602,-2.42283563382876,0.0153998926723459,0.0488029380391322
